   5.2846100e+05   3.9545900e+06   0.0000000e+00
   5.3870100e+05   4.0032300e+06   0.0000000e+00
   5.3870100e+05   4.0006700e+06   0.0000000e+00
   5.3870100e+05   3.9750700e+06   0.0000000e+00
   5.4894100e+05   4.0288300e+06   0.0000000e+00
   5.5150100e+05   4.0160300e+06   0.0000000e+00
   5.5406100e+05   4.0493100e+06   0.0000000e+00
   5.5662100e+05   4.0697900e+06   0.0000000e+00
   5.5662100e+05   4.0672300e+06   0.0000000e+00
   5.5918100e+05   4.0953900e+06   0.0000000e+00
   5.5918100e+05   4.0160300e+06   0.0000000e+00
   5.6174100e+05   4.0697900e+06   0.0000000e+00
   5.6686100e+05   4.0672300e+06   0.0000000e+00
   5.6686100e+05   3.9494700e+06   0.0000000e+00
   5.6942100e+05   4.0672300e+06   0.0000000e+00
   5.6942100e+05   3.9494700e+06   0.0000000e+00
   5.7198100e+05   4.0902700e+06   0.0000000e+00
   5.7198100e+05   4.0877100e+06   0.0000000e+00
   5.7454100e+05   4.0902700e+06   0.0000000e+00
   5.7454100e+05   4.0877100e+06   0.0000000e+00
   5.7710100e+05   4.0877100e+06   0.0000000e+00
   5.7710100e+05   4.0851500e+06   0.0000000e+00
   5.7710100e+05   4.0825900e+06   0.0000000e+00
   5.7710100e+05   4.0211500e+06   0.0000000e+00
   5.7966100e+05   4.0877100e+06   0.0000000e+00
   5.7966100e+05   4.0851500e+06   0.0000000e+00
   5.7966100e+05   4.0825900e+06   0.0000000e+00
   5.8990100e+05   4.0288300e+06   0.0000000e+00
   5.8990100e+05   4.0262700e+06   0.0000000e+00
   5.9246100e+05   3.9827500e+06   0.0000000e+00
   5.9246100e+05   3.9801900e+06   0.0000000e+00
   5.9502100e+05   3.9827500e+06   0.0000000e+00
   5.9502100e+05   3.9801900e+06   0.0000000e+00
   5.9758100e+05   3.9776300e+06   0.0000000e+00
   6.0270100e+05   4.0365100e+06   0.0000000e+00
   6.0526100e+05   4.0390700e+06   0.0000000e+00
   6.0782100e+05   4.0416300e+06   0.0000000e+00
   6.0782100e+05   4.0390700e+06   0.0000000e+00
   6.1038100e+05   4.0416300e+06   0.0000000e+00
   6.1294100e+05   4.0979500e+06   0.0000000e+00
   6.1294100e+05   4.0185900e+06   0.0000000e+00
   6.1550100e+05   4.0160300e+06   0.0000000e+00
   6.2830100e+05   4.0544300e+06   0.0000000e+00
   6.3342100e+05   3.9622700e+06   0.0000000e+00
   6.3598100e+05   4.0544300e+06   0.0000000e+00
   6.3598100e+05   4.0518700e+06   0.0000000e+00
   6.3598100e+05   4.0493100e+06   0.0000000e+00
   6.3598100e+05   3.9622700e+06   0.0000000e+00
   6.3854100e+05   4.0493100e+06   0.0000000e+00
   6.3854100e+05   4.0365100e+06   0.0000000e+00
   6.4110100e+05   4.0365100e+06   0.0000000e+00
   6.4622100e+05   3.9725100e+06   0.0000000e+00
   6.5646100e+05   4.0544300e+06   0.0000000e+00
   6.5646100e+05   4.0518700e+06   0.0000000e+00
   6.5902100e+05   3.9801900e+06   0.0000000e+00
   6.6158100e+05   4.0365100e+06   0.0000000e+00
   6.6414100e+05   4.0032300e+06   0.0000000e+00
   5.2718100e+05   3.9456300e+06   0.0000000e+00
   5.3742100e+05   3.9968300e+06   0.0000000e+00
   5.4766100e+05   4.0377900e+06   0.0000000e+00
   5.4766100e+05   4.0326700e+06   0.0000000e+00
   5.5790100e+05   4.0889900e+06   0.0000000e+00
   5.5790100e+05   4.0838700e+06   0.0000000e+00
   5.5790100e+05   4.0787500e+06   0.0000000e+00
   5.5790100e+05   4.0736300e+06   0.0000000e+00
   5.5790100e+05   4.0531500e+06   0.0000000e+00
   5.5790100e+05   4.0480300e+06   0.0000000e+00
   5.6302100e+05   4.0941100e+06   0.0000000e+00
   5.6302100e+05   4.0889900e+06   0.0000000e+00
   5.6302100e+05   3.9507500e+06   0.0000000e+00
   5.6302100e+05   3.9456300e+06   0.0000000e+00
   5.6814100e+05   4.0941100e+06   0.0000000e+00
   5.6814100e+05   4.0889900e+06   0.0000000e+00
   5.6814100e+05   3.9456300e+06   0.0000000e+00
   5.7326100e+05   4.0941100e+06   0.0000000e+00
   5.7326100e+05   4.0838700e+06   0.0000000e+00
   5.7326100e+05   4.0787500e+06   0.0000000e+00
   5.7326100e+05   4.0326700e+06   0.0000000e+00
   5.7838100e+05   4.0941100e+06   0.0000000e+00
   5.7838100e+05   4.0787500e+06   0.0000000e+00
   5.7838100e+05   4.0173100e+06   0.0000000e+00
   5.9374100e+05   3.9763500e+06   0.0000000e+00
   5.9374100e+05   3.9609900e+06   0.0000000e+00
   5.9886100e+05   3.9814700e+06   0.0000000e+00
   5.9886100e+05   3.9609900e+06   0.0000000e+00
   6.0398100e+05   4.0429100e+06   0.0000000e+00
   6.1422100e+05   4.0531500e+06   0.0000000e+00
   6.1422100e+05   4.0429100e+06   0.0000000e+00
   6.1422100e+05   4.0224300e+06   0.0000000e+00
   6.1422100e+05   3.9609900e+06   0.0000000e+00
   6.1934100e+05   4.0429100e+06   0.0000000e+00
